Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
733,14,Nov 30 2002,Sat,Toledo,42,,Bowling Green State,24,
734,14,Nov 30 2002,Sat,(22) Virginia Tech,21,,Virginia,9,
735,14,Nov 30 2002,Sat,(24) West Virginia,24,@,(17) Pittsburgh,17,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
736,15,Dec 5 2002,Thu,Fresno State,45,@,Louisiana Tech,13,
737,15,Dec 6 2002,Fri,Cincinnati,42,@,East Carolina,26,
738,15,Dec 7 2002,Sat,(4) Georgia,30,,(22) Arkansas,3,SEC Championship (Atlanta GA)
739,15,Dec 7 2002,Sat,Hawaii,41,,San Diego State,40,
740,15,Dec 7 2002,Sat,Marshall,49,,Toledo,45,MAC Championship (Huntington WV)
741,15,Dec 7 2002,Sat,(1) Miami (FL),56,,(18) Virginia Tech,45,
742,15,Dec 7 2002,Sat,Navy,58,@,Army,12,East Rutherford NJ
743,15,Dec 7 2002,Sat,(8) Oklahoma,29,,(12) Colorado,7,Big 12 Championship (Houston TX)
744,15,Dec 7 2002,Sat,(7) Washington State,48,@,UCLA,27,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
745,17,Dec 17 2002,Tue,North Texas,24,,Cincinnati,19,New Orleans Bowl (New Orleans LA)
746,17,Dec 18 2002,Wed,Marshall,38,,Louisville,15,GMAC Bowl (Mobile AL)
747,17,Dec 23 2002,Mon,Texas Tech,55,,Clemson,15,Tangerine Bowl II (Orlando FL)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
748,18,Dec 25 2002,Wed,Tulane,36,@,Hawaii,28,Hawaii Bowl (Honolulu HI)
749,18,Dec 25 2002,Wed,UCLA,27,,New Mexico,13,Las Vegas Bowl (Las Vegas NV)
750,18,Dec 26 2002,Thu,Boston College,51,,Toledo,25,Motor City Bowl (Detroit MI)
751,18,Dec 26 2002,Thu,(24) Pittsburgh,38,,Oregon State,13,Insight Bowl (Phoenix AZ)
752,18,Dec 27 2002,Fri,(6) Kansas State,34,,Arizona State,27,Holiday Bowl (San Diego CA)
753,18,Dec 27 2002,Fri,Mississippi,27,,Nebraska,23,Independence Bowl (Shreveport LA)
754,18,Dec 27 2002,Fri,Oklahoma State,33,,Southern Mississippi,23,Houston Bowl (Houston TX)
755,18,Dec 28 2002,Sat,Virginia,48,,(15) West Virginia,22,Continental Tire Bowl (Charlotte NC)
756,18,Dec 28 2002,Sat,Wisconsin,31,,(14) Colorado,28,Alamo Bowl (San Antonio TX)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
757,19,Dec 30 2002,Mon,Minnesota,29,,(25) Arkansas,14,Music City Bowl (Nashville TN)
758,19,Dec 30 2002,Mon,Wake Forest,38,,Oregon,17,Seattle Bowl (Seattle WA)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
759,20,Dec 31 2002,Tue,(18) Boise State,34,,Iowa State,16,Humanitarian Bowl (Boise ID)
760,20,Dec 31 2002,Tue,Fresno State,30,,Georgia Tech,21,Silicon Valley Bowl (San Jose CA)
761,20,Dec 31 2002,Tue,(20) Maryland,30,,Tennessee,3,Peach Bowl (Atlanta GA)
762,20,Dec 31 2002,Tue,Purdue,34,,Washington,24,Sun Bowl (El Paso TX)
763,20,Dec 31 2002,Tue,Texas Christian,17,,(23) Colorado State,3,Liberty Bowl (Memphis TN)
764,20,Dec 31 2002,Tue,(21) Virginia Tech,20,,Air Force,13,San Francisco Bowl (San Francisco CA)
765,20,Jan 1 2003,Wed,(19) Auburn,13,,(10) Penn State,9,Capital One Bowl (Orlando FL)
766,20,Jan 1 2003,Wed,(4) Georgia,26,,(16) Florida State,13,Sugar Bowl (New Orleans LA)
767,20,Jan 1 2003,Wed,(12) Michigan,38,,(22) Florida,30,Outback Bowl (Tampa FL)
768,20,Jan 1 2003,Wed,(17) North Carolina State,28,,(11) Notre Dame,6,Gator Bowl (Jacksonville FL)
769,20,Jan 1 2003,Wed,(8) Oklahoma,34,,(7) Washington State,14,Rose Bowl (Pasadena CA)
770,20,Jan 1 2003,Wed,(9) Texas,35,,Louisiana State,20,Cotton Bowl (Dallas TX)
771,20,Jan 2 2003,Thu,(5) Southern California,38,,(3) Iowa,17,Orange Bowl (Miami FL)
772,20,Jan 3 2003,Fri,(2) Ohio State,31,,(1) Miami (FL),24,Fiesta Bowl (Tempe AZ)
