Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
750,13,Nov 18 2017,Sat,Tulane,20,,Houston,17,
751,13,Nov 18 2017,Sat,Utah State,38,,Hawaii,0,
752,13,Nov 18 2017,Sat,(17) Virginia Tech,20,,Pittsburgh,14,
753,13,Nov 18 2017,Sat,Wake Forest,30,,North Carolina State,24,
754,13,Nov 18 2017,Sat,(9) Washington,33,,Utah,30,
755,13,Nov 18 2017,Sat,(6) Wisconsin,24,,(21) Michigan,10,
756,14,Nov 21 2017,Tue,Akron,24,,Kent State,14,
757,14,Nov 21 2017,Tue,Eastern Michigan,34,,Bowling Green State,31,
758,14,Nov 21 2017,Tue,Miami (OH),28,@,Ball State,7,
759,14,Nov 23 2017,Thu,Mississippi,31,@,(16) Mississippi State,28,
760,14,Nov 24 2017,Fri,Buffalo,31,,Ohio,24,
761,14,Nov 24 2017,Fri,(13) Central Florida,49,,(22) South Florida,42,
762,14,Nov 24 2017,Fri,Central Michigan,31,,Northern Illinois,24,
763,14,Nov 24 2017,Fri,Houston,24,,Navy,14,
764,14,Nov 24 2017,Fri,Iowa,56,@,Nebraska,14,
765,14,Nov 24 2017,Fri,Pittsburgh,24,,(2) Miami (FL),14,
766,14,Nov 24 2017,Fri,San Diego State,35,,New Mexico,10,
767,14,Nov 24 2017,Fri,(10) Texas Christian,45,,Baylor,22,
768,14,Nov 24 2017,Fri,Texas Tech,27,@,Texas,23,
769,14,Nov 24 2017,Fri,Toledo,37,,Western Michigan,10,
770,14,Nov 24 2017,Fri,UCLA,30,,California,27,
771,14,Nov 24 2017,Fri,(24) Virginia Tech,10,@,Virginia,0,
772,14,Nov 25 2017,Sat,Air Force,38,,Utah State,35,
773,14,Nov 25 2017,Sat,Alabama-Birmingham,28,,Texas-El Paso,7,
774,14,Nov 25 2017,Sat,Appalachian State,31,@,Georgia State,10,
775,14,Nov 25 2017,Sat,Arizona State,42,,Arizona,30,
776,14,Nov 25 2017,Sat,Arkansas State,67,@,Louisiana-Monroe,50,
777,14,Nov 25 2017,Sat,(6) Auburn,26,,(1) Alabama,14,
778,14,Nov 25 2017,Sat,Boston College,42,@,Syracuse,14,
779,14,Nov 25 2017,Sat,Brigham Young,30,@,Hawaii,20,
780,14,Nov 25 2017,Sat,Cincinnati,22,,Connecticut,21,
781,14,Nov 25 2017,Sat,(4) Clemson,34,@,South Carolina,10,
782,14,Nov 25 2017,Sat,Duke,31,@,Wake Forest,23,
783,14,Nov 25 2017,Sat,Florida Atlantic,31,@,Charlotte,12,
784,14,Nov 25 2017,Sat,Florida International,41,,Western Kentucky,17,
785,14,Nov 25 2017,Sat,Florida State,38,@,Florida,22,
786,14,Nov 25 2017,Sat,Fresno State,28,,(25) Boise State,17,
787,14,Nov 25 2017,Sat,(7) Georgia,38,@,Georgia Tech,7,
788,14,Nov 25 2017,Sat,Georgia Southern,34,@,Louisiana-Lafayette,24,
789,14,Nov 25 2017,Sat,Kansas State,20,,Iowa State,19,
790,14,Nov 25 2017,Sat,(19) Louisiana State,45,,Texas A&M,21,
791,14,Nov 25 2017,Sat,Louisiana Tech,20,,Texas-San Antonio,6,
792,14,Nov 25 2017,Sat,Louisville,44,@,Kentucky,17,
793,14,Nov 25 2017,Sat,(17) Memphis,70,,East Carolina,13,
794,14,Nov 25 2017,Sat,(21) Michigan State,40,@,Rutgers,7,
795,14,Nov 25 2017,Sat,Middle Tennessee State,41,,Old Dominion,10,
796,14,Nov 25 2017,Sat,Missouri,48,@,Arkansas,45,
797,14,Nov 25 2017,Sat,Nevada,23,,Nevada-Las Vegas,16,
798,14,Nov 25 2017,Sat,New Mexico State,17,,Idaho,10,
799,14,Nov 25 2017,Sat,North Carolina State,33,,North Carolina,21,
800,14,Nov 25 2017,Sat,North Texas,30,@,Rice,14,
801,14,Nov 25 2017,Sat,(23) Northwestern,42,@,Illinois,7,
802,14,Nov 25 2017,Sat,(8) Ohio State,31,@,Michigan,20,
803,14,Nov 25 2017,Sat,(3) Oklahoma,59,,West Virginia,31,
804,14,Nov 25 2017,Sat,(18) Oklahoma State,58,,Kansas,17,
805,14,Nov 25 2017,Sat,Oregon,69,,Oregon State,10,
806,14,Nov 25 2017,Sat,(12) Penn State,66,@,Maryland,3,
807,14,Nov 25 2017,Sat,Purdue,31,,Indiana,24,
808,14,Nov 25 2017,Sat,San Jose State,20,,Wyoming,17,
809,14,Nov 25 2017,Sat,Southern Methodist,41,,Tulane,38,
810,14,Nov 25 2017,Sat,Southern Mississippi,28,@,Marshall,27,
811,14,Nov 25 2017,Sat,(20) Stanford,38,,(9) Notre Dame,20,
812,14,Nov 25 2017,Sat,Temple,43,@,Tulsa,22,
813,14,Nov 25 2017,Sat,Troy,62,,Texas State,9,
814,14,Nov 25 2017,Sat,Utah,34,,Colorado,13,
815,14,Nov 25 2017,Sat,Vanderbilt,42,@,Tennessee,24,
816,14,Nov 25 2017,Sat,(15) Washington,41,,(14) Washington State,14,
817,14,Nov 25 2017,Sat,(5) Wisconsin,31,@,Minnesota,0,
818,15,Dec 1 2017,Fri,(11) Southern California,31,,(20) Stanford,28,Levi's Stadium - Santa Clara California
819,15,Dec 2 2017,Sat,Appalachian State,63,,Louisiana-Lafayette,14,
820,15,Dec 2 2017,Sat,(25) Boise State,17,,Fresno State,14,
821,15,Dec 2 2017,Sat,(13) Central Florida,62,,(17) Memphis,55,
822,15,Dec 2 2017,Sat,(4) Clemson,38,,(2) Miami (FL),3,Bank of America Stadium - Charlotte North Carolina
823,15,Dec 2 2017,Sat,Coastal Carolina,28,,Georgia Southern,17,
824,15,Dec 2 2017,Sat,Florida Atlantic,41,,North Texas,17,
825,15,Dec 2 2017,Sat,Florida International,63,,Massachusetts,45,
826,15,Dec 2 2017,Sat,Florida State,42,,Louisiana-Monroe,10,
827,15,Dec 2 2017,Sat,(7) Georgia,28,,(6) Auburn,7,Mercedes-Benz Stadium - Atlanta Georgia
828,15,Dec 2 2017,Sat,Idaho,24,@,Georgia State,10,
829,15,Dec 2 2017,Sat,New Mexico State,22,,South Alabama,17,
830,15,Dec 2 2017,Sat,(8) Ohio State,27,,(5) Wisconsin,21,Lucas Oil Stadium - Indianapolis Indiana
831,15,Dec 2 2017,Sat,(3) Oklahoma,41,,(10) Texas Christian,17,
832,15,Dec 2 2017,Sat,Toledo,45,,Akron,28,
833,15,Dec 2 2017,Sat,Troy,32,@,Arkansas State,25,
834,16,Dec 9 2017,Sat,Army,14,,Navy,13,Lincoln Financial Field - Philadelphia Pennsylvania
