Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
67,3,Sep 10 1994,Sat,(2) Florida,73,,Kentucky,7,
68,3,Sep 10 1994,Sat,(4) Florida State,52,@,Maryland,20,
69,3,Sep 10 1994,Sat,Georgia Tech,45,,Western Carolina,26,
70,3,Sep 10 1994,Sat,Hawaii,36,,Oregon,16,
71,3,Sep 10 1994,Sat,Illinois,42,,Missouri,0,
72,3,Sep 10 1994,Sat,Indiana,35,,Miami (OH),14,
73,3,Sep 10 1994,Sat,Iowa,37,,Iowa State,9,
74,3,Sep 10 1994,Sat,Kansas,17,,Michigan State,10,
75,3,Sep 10 1994,Sat,Louisiana,29,,Northern Illinois,9,
76,3,Sep 10 1994,Sat,Louisiana State,44,,Mississippi State,24,
77,3,Sep 10 1994,Sat,Louisiana Tech,32,,Houston,7,
78,3,Sep 10 1994,Sat,Memphis,42,@,Tulsa,18,
79,3,Sep 10 1994,Sat,(5) Miami (FL),47,@,Arizona State,10,
80,3,Sep 10 1994,Sat,(6) Michigan,26,@,(3) Notre Dame,24,
81,3,Sep 10 1994,Sat,Minnesota,33,,Pacific,7,
82,3,Sep 10 1994,Sat,Mississippi,59,,Southern Illinois,3,
83,3,Sep 10 1994,Sat,Nevada,18,,Arkansas State,0,
84,3,Sep 10 1994,Sat,North Carolina State,29,@,(22) Clemson,12,
85,3,Sep 10 1994,Sat,Oregon State,44,,Wyoming,31,
86,3,Sep 10 1994,Sat,(8) Penn State,38,,(14) Southern California,14,
87,3,Sep 10 1994,Sat,Pittsburgh,30,,Ohio,16,
88,3,Sep 10 1994,Sat,Purdue,51,,Toledo,17,
89,3,Sep 10 1994,Sat,Rutgers,17,,West Virginia,12,
90,3,Sep 10 1994,Sat,San Diego State,22,,California,20,
91,3,Sep 10 1994,Sat,South Carolina,14,,Arkansas,0,
92,3,Sep 10 1994,Sat,(24) Stanford,41,@,Northwestern,41,
93,3,Sep 10 1994,Sat,Syracuse,34,@,Cincinnati,19,
94,3,Sep 10 1994,Sat,(19) Tennessee,41,@,(23) Georgia,23,
95,3,Sep 10 1994,Sat,(20) Texas,30,,Louisville,16,
96,3,Sep 10 1994,Sat,(16) Texas A&M,36,,(15) Oklahoma,14,
97,3,Sep 10 1994,Sat,Texas Christian,44,@,New Mexico,29,
98,3,Sep 10 1994,Sat,Texas-El Paso,22,,Eastern Illinois,20,
99,3,Sep 10 1994,Sat,Tulane,15,@,Rice,13,
100,3,Sep 10 1994,Sat,(13) UCLA,17,,Southern Methodist,10,
101,3,Sep 10 1994,Sat,Utah,66,,Idaho State,0,
102,3,Sep 10 1994,Sat,Virginia,47,@,Navy,10,
103,3,Sep 10 1994,Sat,(21) Virginia Tech,24,@,Southern Mississippi,14,
104,3,Sep 10 1994,Sat,Wake Forest,12,,Appalachian State,10,
105,3,Sep 10 1994,Sat,(25) Washington,25,,(18) Ohio State,16,
106,3,Sep 10 1994,Sat,Washington State,24,,Fresno State,3,
107,3,Sep 10 1994,Sat,(10) Wisconsin,56,,Eastern Michigan,0,
108,4,Sep 15 1994,Thu,Duke,43,,Army,7,
109,4,Sep 17 1994,Sat,(12) Alabama,13,@,Arkansas,6,
110,4,Sep 17 1994,Sat,Arkansas State,41,,Southern Illinois,14,
111,4,Sep 17 1994,Sat,(11) Auburn,30,,Louisiana State,26,
112,4,Sep 17 1994,Sat,Baylor,14,,Oklahoma State,10,
113,4,Sep 17 1994,Sat,Boise State,37,,Nevada,27,
114,4,Sep 17 1994,Sat,Bowling Green State,59,,Navy,21,
115,4,Sep 17 1994,Sat,Central Michigan,30,@,Eastern Michigan,29,
116,4,Sep 17 1994,Sat,Cincinnati,17,@,Miami (OH),17,
117,4,Sep 17 1994,Sat,(7) Colorado,55,,(10) Wisconsin,17,
118,4,Sep 17 1994,Sat,Colorado State,28,@,(22) Brigham Young,21,
119,4,Sep 17 1994,Sat,East Carolina,31,@,Temple,14,
120,4,Sep 17 1994,Sat,(1) Florida,31,@,(15) Tennessee,0,
121,4,Sep 17 1994,Sat,(3) Florida State,56,@,Wake Forest,14,
122,4,Sep 17 1994,Sat,Fresno State,24,,Oregon State,14,
123,4,Sep 17 1994,Sat,Georgia,70,,Louisiana-Monroe,6,
124,4,Sep 17 1994,Sat,Hawaii,21,@,California,7,
125,4,Sep 17 1994,Sat,Idaho,48,@,Nevada-Las Vegas,38,
126,4,Sep 17 1994,Sat,Illinois,34,,Northern Illinois,10,
127,4,Sep 17 1994,Sat,Indiana,59,@,Kentucky,29,
128,4,Sep 17 1994,Sat,Kansas State,27,,Rice,18,
129,4,Sep 17 1994,Sat,Kent State,32,,Akron,16,
130,4,Sep 17 1994,Sat,Louisville,25,@,Arizona State,22,
131,4,Sep 17 1994,Sat,Maryland,24,@,West Virginia,13,
132,4,Sep 17 1994,Sat,Minnesota,40,,San Diego State,17,
133,4,Sep 17 1994,Sat,Mississippi,20,@,Vanderbilt,14,
134,4,Sep 17 1994,Sat,Missouri,16,@,Houston,0,
135,4,Sep 17 1994,Sat,(2) Nebraska,49,,(13) UCLA,21,
136,4,Sep 17 1994,Sat,New Mexico State,23,@,Texas-El Paso,22,
137,4,Sep 17 1994,Sat,(16) North Carolina,49,,Tulane,0,
138,4,Sep 17 1994,Sat,Northwestern,14,@,Air Force,10,
139,4,Sep 17 1994,Sat,(8) Notre Dame,21,@,Michigan State,20,
140,4,Sep 17 1994,Sat,(23) Ohio State,27,,Pittsburgh,3,
141,4,Sep 17 1994,Sat,(21) Oklahoma,17,,Texas Tech,11,
142,4,Sep 17 1994,Sat,Pacific,27,,Texas State,7,
143,4,Sep 17 1994,Sat,(6) Penn State,61,,Iowa,21,
144,4,Sep 17 1994,Sat,Purdue,49,,Ball State,21,
145,4,Sep 17 1994,Sat,South Carolina,31,,Louisiana Tech,6,
146,4,Sep 17 1994,Sat,Southern Methodist,34,,New Mexico,31,
147,4,Sep 17 1994,Sat,Southern Mississippi,20,,Memphis,3,
148,4,Sep 17 1994,Sat,Stanford,51,,San Jose State,20,
149,4,Sep 17 1994,Sat,Syracuse,37,,Rutgers,36,
150,4,Sep 17 1994,Sat,Texas Christian,31,,Kansas,21,
151,4,Sep 17 1994,Sat,Toledo,47,,Liberty,37,
152,4,Sep 17 1994,Sat,Troy,39,@,Louisiana,20,
153,4,Sep 17 1994,Sat,Utah,34,@,Oregon,16,
154,4,Sep 17 1994,Sat,Utah State,5,@,Ohio,0,
155,4,Sep 17 1994,Sat,Virginia,9,,Clemson,6,
156,4,Sep 17 1994,Sat,(18) Virginia Tech,12,@,Boston College,7,
157,4,Sep 17 1994,Sat,Western Michigan,23,@,Iowa State,19,
158,4,Sep 17 1994,Sat,Wyoming,17,,Tulsa,7,
159,5,Sep 22 1994,Thu,(14) Virginia Tech,34,,West Virginia,6,
160,5,Sep 24 1994,Sat,Air Force,47,@,Texas-El Paso,7,
161,5,Sep 24 1994,Sat,(11) Alabama,20,,Tulane,10,
162,5,Sep 24 1994,Sat,(8) Arizona,34,@,Stanford,10,
163,5,Sep 24 1994,Sat,(10) Auburn,38,,East Tennessee State,0,
164,5,Sep 24 1994,Sat,Ball State,21,,Ohio,14,
165,5,Sep 24 1994,Sat,Boston College,21,@,Pittsburgh,9,
166,5,Sep 24 1994,Sat,Bowling Green State,30,@,Eastern Michigan,13,
167,5,Sep 24 1994,Sat,Brigham Young,49,,New Mexico,47,
168,5,Sep 24 1994,Sat,California,25,,Arizona State,21,
169,5,Sep 24 1994,Sat,Central Michigan,45,,Kent State,0,
170,5,Sep 24 1994,Sat,(7) Colorado,27,@,(4) Michigan,26,
171,5,Sep 24 1994,Sat,Colorado State,19,,San Diego State,17,
172,5,Sep 24 1994,Sat,Duke,27,@,Georgia Tech,12,
173,5,Sep 24 1994,Sat,(3) Florida State,31,,(13) North Carolina,18,
174,5,Sep 24 1994,Sat,Fresno State,31,@,Hawaii,16,
175,5,Sep 24 1994,Sat,Georgia,17,,Mississippi,14,
176,5,Sep 24 1994,Sat,Kansas,72,,Alabama-Birmingham,0,
177,5,Sep 24 1994,Sat,Kansas State,35,,Minnesota,0,
178,5,Sep 24 1994,Sat,Maryland,31,,Wake Forest,7,
179,5,Sep 24 1994,Sat,Memphis,16,,Arkansas,15,
180,5,Sep 24 1994,Sat,Michigan State,45,,Miami (OH),10,
181,5,Sep 24 1994,Sat,Mississippi State,24,,(23) Tennessee,21,
182,5,Sep 24 1994,Sat,(2) Nebraska,70,,Pacific,21,
183,5,Sep 24 1994,Sat,Nevada,34,,Louisiana-Monroe,22,
184,5,Sep 24 1994,Sat,Nevada-Las Vegas,23,@,Utah State,21,
185,5,Sep 24 1994,Sat,New Mexico State,24,,Arkansas State,17,
186,5,Sep 24 1994,Sat,(24) North Carolina State,38,,Western Carolina,13,
187,5,Sep 24 1994,Sat,Northern Illinois,49,,Eastern Illinois,17,
188,5,Sep 24 1994,Sat,(9) Notre Dame,39,,Purdue,21,
189,5,Sep 24 1994,Sat,(20) Ohio State,52,,Houston,0,
190,5,Sep 24 1994,Sat,Oklahoma State,17,,Tulsa,10,
191,5,Sep 24 1994,Sat,Oregon,40,,Iowa,18,
192,5,Sep 24 1994,Sat,(5) Penn State,55,,Rutgers,27,
193,5,Sep 24 1994,Sat,Rice,28,@,Iowa State,18,
194,5,Sep 24 1994,Sat,San Jose State,31,,Louisiana,28,
195,5,Sep 24 1994,Sat,South Carolina,23,@,Kentucky,9,
196,5,Sep 24 1994,Sat,(19) Southern California,37,,Baylor,27,
197,5,Sep 24 1994,Sat,Syracuse,21,@,East Carolina,18,
198,5,Sep 24 1994,Sat,Temple,23,@,Army,20,
199,5,Sep 24 1994,Sat,(15) Texas,34,@,Texas Christian,18,
200,5,Sep 24 1994,Sat,(12) Texas A&M,41,,Southern Mississippi,17,
201,5,Sep 24 1994,Sat,Texas Tech,35,,Southern Methodist,7,
202,5,Sep 24 1994,Sat,Utah,41,,Wyoming,7,
203,5,Sep 24 1994,Sat,(17) Washington,38,@,(6) Miami (FL),20,
204,5,Sep 24 1994,Sat,(22) Washington State,21,@,(18) UCLA,0,
205,5,Sep 24 1994,Sat,Western Michigan,19,,Akron,6,
206,5,Sep 24 1994,Sat,(16) Wisconsin,62,,(25) Indiana,13,
207,6,Sep 29 1994,Thu,(9) Auburn,41,,Kentucky,14,
208,6,Sep 30 1994,Fri,Brigham Young,34,,Utah State,6,
209,6,Oct 1 1994,Sat,Air Force,36,@,San Diego State,35,
210,6,Oct 1 1994,Sat,(11) Alabama,29,,Georgia,28,
211,6,Oct 1 1994,Sat,(6) Arizona,30,,Oregon State,10,
212,6,Oct 1 1994,Sat,Arkansas,42,,Vanderbilt,6,
213,6,Oct 1 1994,Sat,Ball State,31,,Central Michigan,28,
214,6,Oct 1 1994,Sat,Baylor,42,@,Texas Christian,18,
215,6,Oct 1 1994,Sat,Bowling Green State,38,@,Cincinnati,0,
216,6,Oct 1 1994,Sat,California,55,,San Jose State,0,
217,6,Oct 1 1994,Sat,Clemson,13,,Maryland,0,
218,6,Oct 1 1994,Sat,(5) Colorado,34,@,(16) Texas,31,
219,6,Oct 1 1994,Sat,(24) Colorado State,38,@,New Mexico,31,
220,6,Oct 1 1994,Sat,Duke,47,@,Navy,14,
221,6,Oct 1 1994,Sat,East Carolina,31,,Southern Mississippi,10,
222,6,Oct 1 1994,Sat,(1) Florida,38,@,Mississippi,14,
223,6,Oct 1 1994,Sat,Indiana,25,,Minnesota,14,
224,6,Oct 1 1994,Sat,Louisiana,13,@,Louisiana Tech,3,
225,6,Oct 1 1994,Sat,Louisiana-Monroe,62,,Weber State,37,
226,6,Oct 1 1994,Sat,Louisville,33,,Pittsburgh,29,
227,6,Oct 1 1994,Sat,(13) Miami (FL),24,@,Rutgers,3,
228,6,Oct 1 1994,Sat,Miami (OH),21,@,Eastern Michigan,17,
229,6,Oct 1 1994,Sat,(7) Michigan,29,@,Iowa,14,
230,6,Oct 1 1994,Sat,Michigan State,29,,(15) Wisconsin,10,
231,6,Oct 1 1994,Sat,Mississippi State,49,,Arkansas State,3,
232,6,Oct 1 1994,Sat,(2) Nebraska,42,,Wyoming,32,
233,6,Oct 1 1994,Sat,Nevada,35,@,Northern Illinois,31,
234,6,Oct 1 1994,Sat,Nevada-Las Vegas,31,@,New Mexico State,27,
235,6,Oct 1 1994,Sat,(18) North Carolina,28,@,Southern Methodist,24,
236,6,Oct 1 1994,Sat,(22) North Carolina State,21,,Georgia Tech,13,
237,6,Oct 1 1994,Sat,(8) Notre Dame,34,,Stanford,15,
238,6,Oct 1 1994,Sat,(20) Ohio State,17,@,Northwestern,15,
239,6,Oct 1 1994,Sat,(21) Oklahoma,34,,Iowa State,6,
240,6,Oct 1 1994,Sat,Oklahoma State,36,,North Texas,34,
241,6,Oct 1 1994,Sat,Oregon,22,@,(19) Southern California,7,
242,6,Oct 1 1994,Sat,(4) Penn State,48,@,Temple,21,
243,6,Oct 1 1994,Sat,Purdue,22,@,(25) Illinois,16,
244,6,Oct 1 1994,Sat,South Carolina,18,@,Louisiana State,17,
245,6,Oct 1 1994,Sat,Syracuse,28,,(14) Virginia Tech,20,
246,6,Oct 1 1994,Sat,Tennessee,10,,(17) Washington State,9,
247,6,Oct 1 1994,Sat,(10) Texas A&M,23,,Texas Tech,17,
248,6,Oct 1 1994,Sat,Texas-El Paso,34,,Hawaii,28,
249,6,Oct 1 1994,Sat,Toledo,31,@,Ohio,6,
250,6,Oct 1 1994,Sat,Virginia,37,,William & Mary,3,
251,6,Oct 1 1994,Sat,Wake Forest,33,,Army,27,
252,6,Oct 1 1994,Sat,(12) Washington,37,,UCLA,10,
253,6,Oct 1 1994,Sat,West Virginia,34,@,Missouri,10,
254,6,Oct 1 1994,Sat,Western Michigan,24,,Kent State,10,
255,7,Oct 6 1994,Thu,(19) Kansas State,21,@,Kansas,13,
256,7,Oct 8 1994,Sat,Air Force,43,,Navy,21,
257,7,Oct 8 1994,Sat,(11) Alabama,14,,Southern Mississippi,6,
258,7,Oct 8 1994,Sat,Arizona State,36,,Stanford,35,
259,7,Oct 8 1994,Sat,(9) Auburn,42,@,Mississippi State,18,
260,7,Oct 8 1994,Sat,Ball State,24,@,Toledo,24,
261,7,Oct 8 1994,Sat,Baylor,44,,Southern Methodist,10,
262,7,Oct 8 1994,Sat,Boston College,30,,(8) Notre Dame,11,
263,7,Oct 8 1994,Sat,Bowling Green State,32,,Ohio,0,
264,7,Oct 8 1994,Sat,Brigham Young,32,@,Fresno State,30,
265,7,Oct 8 1994,Sat,California,26,,UCLA,7,
266,7,Oct 8 1994,Sat,Central Michigan,35,,Western Michigan,28,
267,7,Oct 8 1994,Sat,(5) Colorado,38,@,Missouri,23,
268,7,Oct 8 1994,Sat,(23) Colorado State,21,@,(6) Arizona,16,
269,7,Oct 8 1994,Sat,East Carolina,56,@,South Carolina,42,
270,7,Oct 8 1994,Sat,Eastern Michigan,24,@,Kent State,10,
271,7,Oct 8 1994,Sat,(1) Florida,42,,Louisiana State,18,
272,7,Oct 8 1994,Sat,Georgia,40,,Clemson,14,
273,7,Oct 8 1994,Sat,Illinois,24,@,(17) Ohio State,10,
274,7,Oct 8 1994,Sat,Indiana,27,@,Iowa,20,
275,7,Oct 8 1994,Sat,Louisiana,26,,Arkansas State,0,
276,7,Oct 8 1994,Sat,Louisville,35,,(18) North Carolina State,14,
277,7,Oct 8 1994,Sat,Memphis,13,,Tulane,0,
278,7,Oct 8 1994,Sat,(13) Miami (FL),34,,(3) Florida State,20,
279,7,Oct 8 1994,Sat,Miami (OH),50,,Akron,14,
280,7,Oct 8 1994,Sat,(7) Michigan,40,,Michigan State,20,
281,7,Oct 8 1994,Sat,(2) Nebraska,32,,Oklahoma State,3,
282,7,Oct 8 1994,Sat,Nevada,38,,Pacific,26,
283,7,Oct 8 1994,Sat,Nevada-Las Vegas,24,,Louisiana Tech,20,
284,7,Oct 8 1994,Sat,New Mexico,38,@,Hawaii,21,
285,7,Oct 8 1994,Sat,(14) North Carolina,31,,Georgia Tech,24,
286,7,Oct 8 1994,Sat,Northern Illinois,48,,New Mexico State,27,
287,7,Oct 8 1994,Sat,Purdue,49,,Minnesota,37,
288,7,Oct 8 1994,Sat,Rice,24,,Texas Tech,21,
289,7,Oct 8 1994,Sat,Rutgers,16,N,Army,14,
290,7,Oct 8 1994,Sat,Southern California,27,@,Oregon State,19,
291,7,Oct 8 1994,Sat,(21) Syracuse,31,,Pittsburgh,7,
292,7,Oct 8 1994,Sat,Tennessee,38,,Arkansas,21,
293,7,Oct 8 1994,Sat,(15) Texas,17,N,(16) Oklahoma,10,
294,7,Oct 8 1994,Sat,(10) Texas A&M,38,@,Houston,7,
295,7,Oct 8 1994,Sat,Texas-El Paso,24,@,Tulsa,17,
296,7,Oct 8 1994,Sat,(25) Utah,38,@,San Diego State,22,
297,7,Oct 8 1994,Sat,Vanderbilt,34,@,Cincinnati,24,
298,7,Oct 8 1994,Sat,Virginia,42,@,Wake Forest,6,
299,7,Oct 8 1994,Sat,(20) Virginia Tech,41,,Temple,13,
300,7,Oct 8 1994,Sat,(12) Washington,34,,San Jose State,20,
301,7,Oct 8 1994,Sat,(22) Washington State,21,,Oregon,7,
302,7,Oct 8 1994,Sat,(24) Wisconsin,46,@,Northwestern,14,
303,7,Oct 8 1994,Sat,Wyoming,28,,Louisiana-Monroe,14,
304,8,Oct 15 1994,Sat,(10) Alabama,17,@,Tennessee,13,
305,8,Oct 15 1994,Sat,(14) Arizona,10,@,(20) Washington State,7,
306,8,Oct 15 1994,Sat,Arkansas,31,,Mississippi,7,
307,8,Oct 15 1994,Sat,Army,30,,Louisville,29,
308,8,Oct 15 1994,Sat,(6) Auburn,36,@,(1) Florida,33,
309,8,Oct 15 1994,Sat,Ball State,16,,Western Michigan,13,
310,8,Oct 15 1994,Sat,(24) Boston College,45,,Temple,28,
311,8,Oct 15 1994,Sat,Bowling Green State,31,@,Toledo,16,
312,8,Oct 15 1994,Sat,Brigham Young,21,@,(17) Notre Dame,14,
313,8,Oct 15 1994,Sat,Central Florida,33,@,Louisiana-Monroe,16,
314,8,Oct 15 1994,Sat,Central Michigan,47,@,Akron,0,
315,8,Oct 15 1994,Sat,(4) Colorado,45,,(22) Oklahoma,7,
316,8,Oct 15 1994,Sat,(13) Colorado State,47,,Texas-El Paso,9,
317,8,Oct 15 1994,Sat,(25) Duke,19,,Clemson,13,
318,8,Oct 15 1994,Sat,Fresno State,38,,Wyoming,24,
319,8,Oct 15 1994,Sat,Houston,39,@,Southern Methodist,33,
320,8,Oct 15 1994,Sat,Illinois,47,,Iowa,7,
321,8,Oct 15 1994,Sat,Kansas,41,@,Iowa State,23,
322,8,Oct 15 1994,Sat,Louisiana State,17,,Kentucky,13,
323,8,Oct 15 1994,Sat,Memphis,15,,Arkansas State,6,
324,8,Oct 15 1994,Sat,Miami (OH),31,@,Ohio,10,
325,8,Oct 15 1994,Sat,Mississippi State,41,@,South Carolina,36,
326,8,Oct 15 1994,Sat,Missouri,24,@,Oklahoma State,15,
327,8,Oct 15 1994,Sat,Navy,7,,Lafayette,0,
328,8,Oct 15 1994,Sat,(2) Nebraska,17,@,(16) Kansas State,6,
329,8,Oct 15 1994,Sat,Nevada,45,,New Mexico State,24,
330,8,Oct 15 1994,Sat,(15) North Carolina,41,,Maryland,17,
331,8,Oct 15 1994,Sat,North Carolina State,34,,Wake Forest,3,
332,8,Oct 15 1994,Sat,Northwestern,37,@,Minnesota,31,
333,8,Oct 15 1994,Sat,Ohio State,23,@,Michigan State,7,
334,8,Oct 15 1994,Sat,Oregon,23,,California,7,
335,8,Oct 15 1994,Sat,Oregon State,23,@,UCLA,14,
336,8,Oct 15 1994,Sat,Pacific,41,,Northern Illinois,32,
337,8,Oct 15 1994,Sat,(3) Penn State,31,@,(5) Michigan,24,
338,8,Oct 15 1994,Sat,Purdue,27,@,(23) Wisconsin,27,
339,8,Oct 15 1994,Sat,Rutgers,14,,Cincinnati,9,
340,8,Oct 15 1994,Sat,San Diego State,20,@,New Mexico,13,
341,8,Oct 15 1994,Sat,Southern California,27,@,Stanford,20,
342,8,Oct 15 1994,Sat,Southern Mississippi,43,,Louisiana,20,
343,8,Oct 15 1994,Sat,(7) Texas A&M,41,,Baylor,21,
344,8,Oct 15 1994,Sat,Texas Christian,30,@,Tulane,28,
345,8,Oct 15 1994,Sat,Tulsa,44,,Nevada-Las Vegas,22,
346,8,Oct 15 1994,Sat,(21) Utah,14,,Hawaii,3,
347,8,Oct 15 1994,Sat,Utah State,7,@,Louisiana Tech,3,
348,8,Oct 15 1994,Sat,Vanderbilt,43,@,Georgia,30,
349,8,Oct 15 1994,Sat,Virginia,24,@,Georgia Tech,7,
350,8,Oct 15 1994,Sat,(19) Virginia Tech,27,@,East Carolina,20,
351,8,Oct 15 1994,Sat,(9) Washington,35,,Arizona State,14,
352,8,Oct 15 1994,Sat,West Virginia,47,@,Pittsburgh,41,
353,8,Oct 15 1994,Sat,Youngstown State,28,,Kent State,14,
354,8,Oct 16 1994,Sun,Rice,19,,(12) Texas,17,
355,9,Oct 22 1994,Sat,Air Force,42,,Fresno State,7,
356,9,Oct 22 1994,Sat,(8) Alabama,21,,Mississippi,10,
357,9,Oct 22 1994,Sat,(14) Arizona,34,,UCLA,24,
358,9,Oct 22 1994,Sat,Army,25,,Citadel,24,
359,9,Oct 22 1994,Sat,Bowling Green State,59,,Ball State,36,
360,9,Oct 22 1994,Sat,(21) Brigham Young,34,@,Texas-El Paso,28,
361,9,Oct 22 1994,Sat,Central Michigan,32,,Miami (OH),30,
362,9,Oct 22 1994,Sat,(2) Colorado,35,,(19) Kansas State,21,
363,9,Oct 22 1994,Sat,(20) Duke,51,@,Wake Forest,26,
364,9,Oct 22 1994,Sat,East Carolina,28,@,Tulsa,21,
365,9,Oct 22 1994,Sat,(10) Florida State,17,,Clemson,0,
366,9,Oct 22 1994,Sat,Georgia,34,@,Kentucky,30,
367,9,Oct 22 1994,Sat,Iowa,19,,Michigan State,14,
368,9,Oct 22 1994,Sat,Iowa State,31,@,Oklahoma State,31,
369,9,Oct 22 1994,Sat,Jacksonville State,32,@,Louisiana-Monroe,28,
370,9,Oct 22 1994,Sat,Kent State,24,,Ohio,0,
371,9,Oct 22 1994,Sat,Louisiana,27,@,Utah State,25,
372,9,Oct 22 1994,Sat,Louisville,35,@,Navy,14,
373,9,Oct 22 1994,Sat,Maryland,42,,Georgia Tech,27,
374,9,Oct 22 1994,Sat,Memphis,26,,Cincinnati,3,
375,9,Oct 22 1994,Sat,(7) Miami (FL),38,@,West Virginia,6,
376,9,Oct 22 1994,Sat,(11) Michigan,19,@,Illinois,14,
377,9,Oct 22 1994,Sat,Minnesota,17,@,Wisconsin,14,
378,9,Oct 22 1994,Sat,Mississippi State,66,,Tulane,22,
